driver_id,driver_video_path,driver_video_randomname,target_id,target_image_path,split
C1001,CREMA-D/VideoFlash/mp4/1001_DFA_ANG_XX.mp4,dd16ca7d-b40e-5e4f-a42e-7a9163c33199,C1001,AVAPrintDB_v0/database/generation/target_identities/cremad_identities/C1001.png,DEV
C1001,CREMA-D/VideoFlash/mp4/1001_DFA_DIS_XX.mp4,642a2d73-6dec-50f9-bc2c-035c63e94632,C1001,AVAPrintDB_v0/database/generation/target_identities/cremad_identities/C1001.png,DEV
C1001,CREMA-D/VideoFlash/mp4/1001_DFA_FEA_XX.mp4,8b7f2843-c09d-5e07-94b2-8c767eec3463,C1001,AVAPrintDB_v0/database/generation/target_identities/cremad_identities/C1001.png,DEV
C1001,CREMA-D/VideoFlash/mp4/1001_DFA_HAP_XX.mp4,cd6ed5ed-96e1-521f-8067-f146016b170e,C1001,AVAPrintDB_v0/database/generation/target_identities/cremad_identities/C1001.png,DEV
C1001,CREMA-D/VideoFlash/mp4/1001_DFA_NEU_XX.mp4,8746aeca-8d48-5e02-ae7e-86b2229c4be8,C1001,AVAPrintDB_v0/database/generation/target_identities/cremad_identities/C1001.png,DEV
C1001,CREMA-D/VideoFlash/mp4/1001_DFA_SAD_XX.mp4,d4c64ac3-877c-5916-81e9-090851c3308a,C1001,AVAPrintDB_v0/database/generation/target_identities/cremad_identities/C1001.png,DEV
C1001,CREMA-D/VideoFlash/mp4/1001_IEO_ANG_HI.mp4,96c8da8b-da0a-5c16-ae9d-fd00d1796ed0,C1001,AVAPrintDB_v0/database/generation/target_identities/cremad_identities/C1001.png,DEV
C1001,CREMA-D/VideoFlash/mp4/1001_IEO_DIS_HI.mp4,e2f16b93-a577-5ad8-b69b-e4a5a5514ae9,C1001,AVAPrintDB_v0/database/generation/target_identities/cremad_identities/C1001.png,DEV
C1001,CREMA-D/VideoFlash/mp4/1001_IEO_FEA_HI.mp4,608354e9-078c-510c-9866-ab4bf2b853d0,C1001,AVAPrintDB_v0/database/generation/target_identities/cremad_identities/C1001.png,DEV
C1001,CREMA-D/VideoFlash/mp4/1001_IEO_HAP_HI.mp4,72c780a7-b9cd-5c5c-9d6e-1aec41c2edb3,C1001,AVAPrintDB_v0/database/generation/target_identities/cremad_identities/C1001.png,DEV
